CNPJ_CIA;DT_REFER;VERSAO;DENOM_CIA;CD_CVM;CATEG_DOC;ID_DOC;DT_RECEB;LINK_DOC
08.343.492/0001-20;2024-12-31;1;MRV ENGENHARIA E PARTICIPACOES S.A.;020915;DFP;144971;2025-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144971
08.364.948/0001-38;2024-12-31;1;ALUPAR INVESTIMENTO S/A;021490;DFP;145069;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145069
08.397.078/0001-01;2024-12-31;1;GSH CORP PARTICIPAÇÕES S.A.;026603;DFP;145500;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145500
08.402.943/0001-52;2024-12-31;1;GUARARAPES CONFECCOES S.A.;004669;DFP;145554;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145554
08.424.178/0001-71;2024-12-31;1;TECBLU TECELAGEM BLUMENAU S.A.;011215;DFP;145356;2025-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145356
08.424.178/0001-71;2024-12-31;2;TECBLU TECELAGEM BLUMENAU S.A.;011215;DFP;146026;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146026
08.439.659/0001-50;2024-12-31;1;CPFL ENERGIAS RENOVÁVEIS S.A.;020540;DFP;145062;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145062
08.467.115/0001-00;2024-12-31;1;CIA ESTADUAL DE DISTRIB ENER ELET-CEEE-D;020648;DFP;145820;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145820
08.534.605/0001-74;2024-12-31;1;RENOVA ENERGIA S.A.;021636;DFP;145938;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145938
08.560.444/0001-93;2024-12-31;1;CIA CELG DE PARTICIPACOES - CELGPAR;021393;DFP;145895;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145895
08.560.444/0001-93;2024-12-31;2;CIA CELG DE PARTICIPACOES - CELGPAR;021393;DFP;146113;2025-04-02;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146113
08.574.411/0001-00;2024-12-31;1;PRÁTICA PRODUTOS S.A.;024546;DFP;145981;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145981
08.613.550/0001-98;2024-12-31;1;NEXPE PARTICIPAÇÕES S.A;021180;DFP;145870;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145870
08.613.550/0001-98;2024-12-31;2;NEXPE PARTICIPAÇÕES S.A;021180;DFP;146154;2025-04-03;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146154
08.764.621/0001-53;2024-12-31;1;GENERAL SHOPPING E OUTLETS DO BRASIL BRASIL S.A.;021008;DFP;145814;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145814
08.769.451/0001-08;2024-12-31;1;VIRGO COMPANHIA DE SECURITIZAÇÃO;020818;DFP;145907;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145907
08.795.211/0001-70;2024-12-31;1;MAESTRO LOCADORA DE VEICULOS S.A.;023612;DFP;145658;2025-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145658
08.797.760/0001-83;2024-12-31;1;CURY CONSTRUTORA E INCORPORADORA S.A.;025100;DFP;145292;2025-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145292
08.801.621/0001-86;2024-12-31;1;SYN PROP & TECH S.A.;021040;DFP;145878;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145878
08.807.432/0001-10;2024-12-31;1;YDUQS PARTICIPACOES S.A.;021016;DFP;145439;2025-03-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145439
08.811.643/0001-27;2024-12-31;1;TRISUL S.A.;021130;DFP;145364;2025-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145364
08.822.767/0001-08;2024-12-31;1;CONCESSIONÁRIA DA RODOVIA MG-050 S.A.;024104;DFP;146081;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146081
08.827.501/0001-58;2024-12-31;1;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;DFP;145563;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145563
08.827.501/0001-58;2024-12-31;2;AEGEA SANEAMENTO E PARTICIPAÇÕES S.A.;023396;DFP;145588;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145588
08.845.676/0001-98;2024-12-31;1;CORPÓREOS - SERVIÇOS TERAPÊUTICOS S.A.;027669;DFP;145768;2025-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145768
08.873.873/0001-10;2024-12-31;1;ECORODOVIAS CONCESSÕES E SERVIÇOS S.A.;021903;DFP;145481;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145481
08.902.291/0001-15;2024-12-31;1;CSN MINERAÇÃO S.A.;025585;DFP;145355;2025-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145355
08.902.291/0001-15;2024-12-31;2;CSN MINERAÇÃO S.A.;025585;DFP;146102;2025-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146102
08.926.302/0001-05;2024-12-31;1;PRIO FORTE S.A.;027740;DFP;145941;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145941
08.935.054/0001-50;2024-12-31;1;MULTINER S/A;021520;DFP;145987;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145987
09.041.168/0001-10;2024-12-31;1;LOG COMMERCIAL PROPERTIES E PARTICIPAÇÕES;023272;DFP;144587;2025-02-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144587
09.042.817/0001-05;2024-12-31;1;BEMOBI MOBILE TECH S.A.;025500;DFP;145604;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145604
09.053.134/0001-45;2024-12-31;1;ELFA MEDICAMENTOS S.A.;025348;DFP;145593;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145593
09.053.134/0001-45;2024-12-31;2;ELFA MEDICAMENTOS S.A.;025348;DFP;145682;2025-03-21;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145682
09.053.134/0001-45;2024-12-31;3;ELFA MEDICAMENTOS S.A.;025348;DFP;145908;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145908
09.054.385/0001-44;2024-12-31;1;INBRANDS S.A.;022560;DFP;146045;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146045
09.074.183/0001-64;2024-12-31;1;TRANSBRASILIANA CONCESSIONÁRIA DE RODOVIA S.A;022225;DFP;145918;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145918
09.095.183/0001-40;2024-12-31;1;ENERGISA PARAÍBA - DISTRIBUIDORA DE ENERGIA S/A;021938;DFP;145516;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145516
09.112.685/0001-32;2024-12-31;1;OSX BRASIL S.A. - EM RECUPERAÇÃO JUDICIAL;021342;DFP;145924;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145924
09.114.805/0001-30;2024-12-31;1;OCEANPACT SERVIÇOS MARITIMOS S.A.;025534;DFP;145055;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145055
09.116.278/0001-01;2024-12-31;1;CONPEL CIA NORDESTINA PAPEL - EM RECUPERAÇÃO JUDICIAL;004685;DFP;145902;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145902
09.146.451/0001-06;2024-12-31;1;KALLAS INCORPORAÇÕES E CONSTRUÇÕES S.A.;025798;DFP;144904;2025-02-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144904
09.149.503/0001-06;2024-12-31;1;SERENA GERAÇÃO S.A.;023426;DFP;145232;2025-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145232
09.229.201/0001-30;2024-12-31;1;GPS PARTICIPAÇÕES E EMPREENDIMENTOS S.A.;025712;DFP;145124;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145124
09.257.877/0001-37;2024-12-31;1;FERROVIA NORTE SUL S/A;021814;DFP;145788;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145788
09.267.996/0001-70;2024-12-31;1;YUNY INCORPORADORA HOLDING S.A.;025976;DFP;146083;2025-04-01;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146083
09.288.252/0001-32;2024-12-31;1;ANIMA HOLDING S.A.;023248;DFP;145605;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145605
09.295.063/0001-97;2024-12-31;1;TECHNOS S.A.;022519;DFP;145266;2025-03-10;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145266
09.304.427/0001-58;2024-12-31;1;HABITASEC SECURITIZADORA SA;021628;DFP;145288;2025-03-11;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145288
09.305.994/0001-29;2024-12-31;1;AZUL S.A.;024112;DFP;144942;2025-02-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144942
09.313.969/0001-97;2024-12-31;1;AUTOPISTA LITORAL SUL;021997;DFP;145103;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145103
09.324.949/0001-11;2024-12-31;1;AUTOPISTA FLUMINENSE SA;022004;DFP;145100;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145100
09.325.109/0001-73;2024-12-31;1;AUTOPISTA PLANALTO SUL SA;021970;DFP;145105;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145105
09.326.342/0001-70;2024-12-31;1;AUTOPISTA FERNÃO DIAS SA;021989;DFP;145101;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145101
09.336.431/0001-06;2024-12-31;1;AUTOPISTA REGIS BITTENCOURT SA;021962;DFP;145102;2025-02-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145102
09.346.601/0001-25;2024-12-31;1;B3 S.A. - BRASIL, BOLSA, BALCÃO;021610;DFP;144907;2025-02-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144907
09.347.516/0001-81;2024-12-31;1;ELETROMIDIA S.A.;025569;DFP;145925;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145925
09.359.927/0001-97;2024-12-31;1;ASA BRANCA HOLDING S.A.;026514;DFP;145504;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145504
09.391.823/0001-60;2024-12-31;1;SANTO ANTONIO ENERGIA S.A.;023388;DFP;145391;2025-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145391
09.414.761/0001-64;2024-12-31;1;K-INFRA RODOVIA DO AÇO S.A.;022446;DFP;146028;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146028
09.478.309/0001-66;2024-12-31;1;BRASIL BIOFUELS S.A.;027375;DFP;145959;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145959
09.527.023/0001-23;2024-12-31;1;ENVIRONMENTAL ESG PARTICIPAÇÕES S.A.;026271;DFP;146052;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146052
09.538.973/0001-53;2024-12-31;1;PDG COMPANHIA SECURITIZADORA;021644;DFP;146009;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146009
09.584.854/0001-37;2024-12-31;1;MANAUS TRANSMISSORA DE ENERGIA S.A;026719;DFP;145534;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145534
09.611.768/0001-76;2024-12-31;1;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;024279;DFP;145689;2025-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145689
09.611.768/0001-76;2024-12-31;2;INC EMPREENDIMENTOS IMOBILIÁRIOS S.A.;024279;DFP;145728;2025-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145728
09.625.321/0001-56;2024-12-31;1;NORTE BRASIL TRANSMISSORA DE ENERGIA S.A.;024988;DFP;145533;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145533
09.813.204/0001-16;2024-12-31;1;W2W E-COMMERCE DE VINHOS S.A.;025852;DFP;146054;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146054
09.813.204/0001-16;2024-12-31;2;W2W E-COMMERCE DE VINHOS S.A.;025852;DFP;146179;2025-04-04;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146179
10.139.870/0001-08;2024-12-31;1;NEOGRID PARTICIPAÇÕES S.A.;025399;DFP;146017;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146017
10.139.870/0001-08;2024-12-31;2;NEOGRID PARTICIPAÇÕES S.A.;025399;DFP;146029;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146029
10.215.988/0001-60;2024-12-31;1;COMPANHIA DE LOCAÇÃO DAS AMÉRICAS;022691;DFP;145230;2025-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145230
10.234.027/0001-00;2024-12-31;1;LINHAS DE MACAPÁ TRANSMISSORA DE ENERGIA S/A;023680;DFP;145521;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145521
10.240.186/0001-00;2024-12-31;1;LINHAS DE XINGU TRANSMISSORA DE ENERGIA S/A;023671;DFP;145520;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145520
10.319.900/0001-50;2024-12-31;1;CICLUS AMBIENTAL RIO S/A;026921;DFP;145854;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145854
10.324.624/0001-18;2024-12-31;1;CONCESSÃO METROVIÁRIA DO RIO DE JANEIRO S.A.;022144;DFP;145943;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145943
10.338.320/0001-00;2024-12-31;1;AFLUENTE TRANSMISSÃO DE ENERGIA ELÉTRICA S/A;022179;DFP;144832;2025-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144832
10.488.244/0001-19;2024-12-31;1;INFRASEC SECURITIZADORA S.A.;021750;DFP;146016;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146016
10.502.676/0001-37;2024-12-31;1;TERMELÉTRICA PERNAMBUCO III S.A.;023329;DFP;145980;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145980
10.531.501/0001-58;2024-12-31;1;CONC AUTO RAPOSO TAVARES S.A.;022268;DFP;145184;2025-03-05;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145184
10.571.175/0001-02;2024-12-31;1;URBA DESENVOLVIMENTO URBANO S.A.;025437;DFP;144998;2025-02-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144998
10.629.105/0001-68;2024-12-31;1;PRIO S.A.;022187;DFP;145387;2025-03-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145387
10.635.691/0001-53;2024-12-31;1;VIARONDON CONCESSIONÁRIA DE RODOVIA S.A.;022543;DFP;145905;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145905
10.647.979/0001-48;2024-12-31;1;CONC ROTA DAS BANDEIRAS S.A.;022071;DFP;145224;2025-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145224
10.670.314/0001-55;2024-12-31;1;VIABAHIA CONCESSIONÁRIA DE RODOVIAS SA;022926;DFP;146051;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146051
10.739.356/0001-03;2024-12-31;1;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;025860;DFP;144756;2025-02-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144756
10.739.356/0001-03;2024-12-31;2;BR ADVISORY PARTNERS PARTICIPAÇÕES S.A.;025860;DFP;144757;2025-02-13;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144757
10.760.260/0001-19;2024-12-31;1;CVC BRASIL OPERADORA E AGÊNCIA DE VIAGENS S.A.;023310;DFP;145798;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145798
10.807.374/0001-77;2024-12-31;1;BOA SAFRA SEMENTES S.A.;025704;DFP;145767;2025-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145767
10.835.932/0001-08;2024-12-31;1;CIA ENERGETICA DE PERNAMBUCO - CELPE;014362;DFP;144828;2025-02-17;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144828
10.841.050/0001-55;2024-12-31;1;CONC ROD AYRTON SENNA E CARV PINTO S.A.-ECOPISTAS;022411;DFP;145486;2025-03-18;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145486
11.284.204/0001-18;2024-12-31;1;YOU INC INCORPORADORA E PARTICIPAÇÃO S.A;023604;DFP;146066;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146066
11.421.994/0001-36;2024-12-31;1;ORIZON VALORIZAÇÃO DE RESÍDUOS S.A.;025550;DFP;146078;2025-03-31;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=146078
11.992.680/0001-93;2024-12-31;1;QUALICORP CONSULTORIA E CORRETORA DE SEGUROS S.A.;022497;DFP;145072;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145072
12.049.631/0001-84;2024-12-31;1;MOURA DUBEUX ENGENHARIA S/A;021067;DFP;145541;2025-03-19;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145541
12.091.809/0001-55;2024-12-31;1;BRAVA ENERGIA S.A.;025291;DFP;145612;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145612
12.104.241/0004-02;2024-12-31;1;ONCOCLÍNICAS DO BRASIL SERVIÇOS MÉDICOS S.A.;026123;DFP;145887;2025-03-28;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145887
12.108.897/0001-50;2024-12-31;1;D1000 VAREJO FARMA PARTICIPAÇÕES S.A.;025046;DFP;145351;2025-03-12;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145351
12.181.987/0001-77;2024-12-31;1;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;025119;DFP;145595;2025-03-20;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145595
12.181.987/0001-77;2024-12-31;2;MELNICK DESENVOLVIMENTO IMOBILIÁRIO S.A.;025119;DFP;145778;2025-03-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145778
12.300.288/0001-07;2024-12-31;1;NORTE ENERGIA S.A.;025097;DFP;144626;2025-02-06;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=144626
12.300.288/0001-07;2024-12-31;2;NORTE ENERGIA S.A.;025097;DFP;145223;2025-03-07;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145223
12.300.288/0001-07;2024-12-31;3;NORTE ENERGIA S.A.;025097;DFP;145702;2025-03-24;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145702
12.420.164/0001-57;2024-12-31;1;CM HOSPITALAR S.A;025682;DFP;145880;2025-03-27;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145880
12.489.315/0001-23;2024-12-31;1;FERREIRA GOMES ENERGIA S.A.;022977;DFP;145063;2025-02-26;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145063
12.528.708/0001-07;2024-12-31;1;AERIS IND. E COM. DE EQUIP. PARA GER. DE ENG. S.A.;025283;DFP;145766;2025-03-25;http://www.rad.cvm.gov.br/ENETCONSULTA/frmDownloadDocumento.aspx?CodigoInstituicao=1&NumeroSequencialDocumento=145766
